0,1,2,3,4,5,6,7,8,9
256,0,0,0,0,0,1,0,0,1
0,253,0,0,0,0,0,2,0,3
0,1,255,0,0,0,0,1,1,0
0,0,0,254,0,3,0,0,1,0
0,0,0,0,250,0,0,2,0,6
0,1,0,3,0,252,0,0,0,2
1,0,0,0,0,4,251,0,2,0
0,3,0,1,0,0,0,253,0,1
0,1,2,0,0,1,1,0,252,1
0,2,0,1,1,1,0,1,0,252
