mean_test_score,mean_train_score,std_test_score,std_train_score,param_C,param_gamma,mean_fit_time
0.9266859344894027,0.9415221579961465,0.002815344739152685,0.0014076723695763697,0.1,0.01,13.529086669286093
0.9274566473988439,0.9425337186897881,0.0032442116070294444,0.00120520192709024,0.1,0.01,13.20848536491394
0.9292870905587669,0.9489884393063583,0.0034386451440414022,0.0018988827884804228,0.1,0.01,11.156426827112833
0.9324662813102119,0.964402697495183,0.0026100611144786114,0.0017071334438024189,0.1,0.01,7.894298632939656
0.9360308285163776,0.9960982658959537,0.003006644804301981,0.00011799083539418567,1,0.01,7.183531363805135
0.936223506743738,1.0,0.002192640978177431,0.0,100,0.01,7.194791316986084
0.936223506743738,1.0,0.002192640978177431,0.0,10,0.01,7.1492100556691485
0.9493256262042389,1.0,0.0009537085680743383,0.0,10,0.1,7.415665864944458
0.9493256262042389,1.0,0.0009537085680743383,0.0,100,0.01,7.4066089789072675
0.9493256262042389,1.0,0.0009537085680743383,0.0,100,0.1,7.402974685033162
0.9493256262042389,1.0,0.0009537085680743383,0.0,1,0.1,7.385948022206624
0.9496146435452794,0.99990366088632,0.0010641002906731536,6.812204057671576e-05,0.1,0.1,7.417821327845256
0.9496146435452794,0.99990366088632,0.0010641002906731536,6.812204057671576e-05,10,0.01,7.403902530670166
0.9514450867052023,0.9894990366088633,0.0026593783702971822,0.0008855865274976228,1,0.01,7.607998371124268
0.9539499036608863,1.0,0.0014418718253463923,0.0,1,1,7.5772379239400225
0.9539499036608863,1.0,0.0014418718253463923,0.0,1,0.1,7.570855299631755
0.9539499036608863,1.0,0.0014418718253463923,0.0,100,1,7.592175722122192
0.9539499036608863,0.9875722543352601,0.0029693709070178144,0.0009365232223132506,1,0.01,7.933547894159953
0.9539499036608863,1.0,0.0014418718253463923,0.0,10,0.1,7.584235827128093
0.9539499036608863,1.0,0.0014418718253463923,0.0,100,0.1,7.666750351587932
0.9539499036608863,1.0,0.0014418718253463923,0.0,10,1,7.586564381917317
0.9539499036608863,1.0,0.0014418718253463923,0.0,100,0.01,7.609700361887614
0.9539499036608863,1.0,0.0014418718253463923,0.0,0.1,1,7.561795870463054
0.954335260115607,1.0,0.0018730464446265354,0.0,100,1,7.6766312917073565
0.954335260115607,1.0,0.0018730464446265354,0.0,10,0.1,7.667975664138794
0.954335260115607,1.0,0.0018730464446265354,0.0,10,10,7.660465955734253
0.954335260115607,1.0,0.0018730464446265354,0.0,100,0.01,7.674849271774292
0.954335260115607,1.0,0.0018730464446265354,0.0,100,0.1,7.667806307474772
0.954335260115607,1.0,0.0018730464446265354,0.0,10,1,7.642227411270142
0.954335260115607,1.0,0.0018730464446265354,0.0,1,10,7.603407700856526
0.954335260115607,1.0,0.0018730464446265354,0.0,1,1,7.5875271161397295
0.954335260115607,1.0,0.0018730464446265354,0.0,0.1,1,7.6274755001068115
0.954335260115607,1.0,0.0018730464446265354,0.0,1,0.1,7.6248710950215655
0.954335260115607,1.0,0.0018730464446265354,0.0,0.1,10,7.591163794199626
0.954335260115607,1.0,0.0018730464446265354,0.0,100,10,7.598680337270101
0.9544315992292871,1.0,0.0019219592816242654,0.0,0.1,1,7.592636346817017
0.9544315992292871,1.0,0.0019219592816242654,0.0,100,10,7.609588623046875
0.9544315992292871,1.0,0.0019219592816242654,0.0,0.1,10,7.600677092870076
0.9544315992292871,1.0,0.0019219592816242654,0.0,0.1,1,7.7211503982543945
0.9544315992292871,1.0,0.0019219592816242654,0.0,100,10,7.648540337880452
0.9544315992292871,1.0,0.0019219592816242654,0.0,100,1,7.68292236328125
0.9544315992292871,1.0,0.0019219592816242654,0.0,0.1,10,7.6055169105529785
0.9544315992292871,1.0,0.0019219592816242654,0.0,100,10,7.5773569742838545
0.9544315992292871,1.0,0.0019219592816242654,0.0,100,1,7.611377716064453
0.9544315992292871,1.0,0.0019219592816242654,0.0,100,0.1,7.638628562291463
0.9544315992292871,1.0,0.0019219592816242654,0.0,10,0.1,7.619665622711182
0.9544315992292871,1.0,0.0019219592816242654,0.0,0.1,10,7.574816544850667
0.9544315992292871,1.0,0.0019219592816242654,0.0,10,1,7.661041418711345
0.9544315992292871,1.0,0.0019219592816242654,0.0,1,0.1,7.58922266960144
0.9544315992292871,1.0,0.0019219592816242654,0.0,10,10,7.621149937311809
0.9544315992292871,1.0,0.0019219592816242654,0.0,1,1,7.546959241231282
0.9544315992292871,1.0,0.0019219592816242654,0.0,1,10,7.5790336926778155
0.9544315992292871,1.0,0.0019219592816242654,0.0,10,10,7.624220371246338
0.9544315992292871,1.0,0.0019219592816242654,0.0,10,1,7.555877447128296
0.9544315992292871,1.0,0.0019219592816242654,0.0,1,1,7.596659262975057
0.9544315992292871,1.0,0.0019219592816242654,0.0,10,10,7.613060474395752
0.9544315992292871,1.0,0.0019219592816242654,0.0,1,10,7.6678407192230225
0.9544315992292871,1.0,0.0019219592816242654,0.0,1,10,7.622893651326497
0.9546242774566474,0.9870423892100192,0.0028317800494603203,0.0006498428498666748,1,0.01,8.049251476923624
0.9547206165703276,0.99990366088632,0.0015712433940559102,6.812204057671576e-05,0.1,0.1,7.5759336948394775
0.9547206165703276,0.99990366088632,0.0015712433940559102,6.812204057671576e-05,10,0.01,7.648401339848836
0.9551059730250482,0.99990366088632,0.0019790595938511146,6.812204057671576e-05,10,0.01,7.612316608428955
0.9551059730250482,0.99990366088632,0.0019790595938511146,6.812204057671576e-05,0.1,0.1,7.632433970769246
0.9551059730250482,0.99990366088632,0.0019790595938511146,6.812204057671576e-05,0.1,0.1,7.629167715708415
