mean_test_score,mean_train_score,std_test_score,std_train_score,param_C,mean_fit_time
0.9109826589595376,1.0,0.003686151535589419,0.0,10,7.088983138402303
0.9109826589595376,1.0,0.003686151535589419,0.0,100,7.127461036046346
0.9133911368015414,0.9990366088631983,0.0025232756943561856,0.00018023397816832997,1,7.11361289024353
0.923121387283237,0.9803468208092486,0.0031748086807869263,0.0003121744074377559,0.1,7.019520362218221
0.924373795761079,0.9442678227360308,0.0027553660204383532,0.001441871825346432,0.01,9.287327607472738
