0,1,2,3,4,5,6,7,8,9
248,0,1,0,1,0,3,0,5,0
0,210,10,2,12,1,1,3,6,13
0,8,212,6,0,0,4,15,12,1
0,1,0,241,1,2,1,7,4,1
0,3,0,0,235,1,2,5,2,10
7,0,1,15,5,206,5,4,14,1
5,2,0,0,10,3,233,0,5,0
0,0,4,0,2,1,0,244,2,5
4,2,3,7,3,3,4,5,223,4
0,9,0,12,28,1,1,11,5,191
