Alg.,Time,Ein,Etest
Batch Gradient Descent,0.22082447100001446,0.9826589595375722,0.9844961240310077
Mini Batch Gradient Descent,1.0108666140004061,0.9971098265895953,0.9864341085271318
Scipy Optimize,1.670995758000572,0.9980732177263969,0.9844961240310077
