0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9990366088631984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9995183044315993,0.9884393063583815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9942196531791907,0.9971098265895953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9951830443159922,0.9985549132947977,0.9995183044315993,0.0,0.0,0.0,0.0,0.0,0.0
0.9975915221579962,0.9961464354527938,0.9995183044315993,0.9903660886319846,0.9985549132947977,0.0,0.0,0.0,0.0,0.0
0.9975915221579962,0.9980732177263969,1.0,1.0,1.0,0.9932562620423893,0.0,0.0,0.0,0.0
0.9995183044315993,0.9980732177263969,0.9966281310211946,0.9971098265895953,0.9927745664739884,0.9995183044315993,1.0,0.0,0.0,0.0
0.9975915221579962,0.9850674373795761,0.9903660886319846,0.9927745664739884,0.9990366088631984,0.9816955684007708,0.9951830443159922,0.9961464354527938,0.0,0.0
0.9975915221579962,0.9792870905587668,0.9975915221579962,0.9908477842003853,0.9556840077071291,0.9927745664739884,1.0,0.9797687861271677,0.9898843930635838,0.0
